,e1100004418,e1100004419,e1100004421,e1100004422,e1100004425,e1100004426,e1100004430,e1100004431,e1100004433,e1100004434,e1100004435,e1100004436,e1100004439,e1100004442,e1100004443,e1100004444,e1100004445,e1100004446,e1100004451,e1100004452,e1100004453,e1100004454,e1100004455,e1100004458,e1100004460,e1100004465,e1100004467,e1100004468,e1100004469,e1100004470,e1100004472,e1100004475,e1100004476,e1100004477,e1100004481,e1100004484,e1100004487,e1100004489,e1100004492,e1100004494,e1100004495,e1100004496,e1100004497,e1100004501,e1100004502,e1100004503,e1100004507,e1100004508,e1100004509,e1100004510,e1100004511,e1100004514,e1100004518,e1100004519,e1100004520,e1100004524,e1100004525,e1100004526,e1100004527,e1100004529,e1100004531,e1100004532,e1100004534,e1100004536,e1100004537,e1100004538,e1100004539,e1100004540,e1100004544,e1100004547,e1100004548,e1100004549,e1100004550,e1100004552,e1100004557,e1100004558,e1100004559,e1100004560,e1100004561,e1100004563,e1100004567,e1100004568,e1100004569,e1100004571,e1100004572,e1100004573,e1100004574,e1100004578,e1100004579,e1100004580,e1100004581,e1100004582,e1100004583,e1100004585,e1100004588,e1100004592,e1100004593,e1100004594,e1100004595,e1100004597,e1100004599,e1100004601,e1100004603,e1100004605,e1100004611,e1100004612,e1100004614,e1100004618,e1100004619,e1100004622,e1100004623,e1100004624,e1100004626,e1100004630,e1100004631,e1100004634,e1100004635,e1100004636,e1100004638,e1100004642,e1100004643,e1100004646,e1100004647,e1100004648,e1100004650,e1100004654,e1100004655,e1100004658,e1100004659,e1100004660,e1100004661,e1100004662,e1100004666,e1100004667,e1100004670,e1100004671,e1100004672,e1100004673,e1100004674,e1100004676,e1100004677,e1100004678,e1100004679,e1100004681,e1100004683,e1100004685,e1100004688,e1100004689,e1100004690,e1100004691,e1100004693,e1100004695,e1100004697,e1100004701,e1100004702,e1100004703,e1100034946,e1100034947,e1100034958,e1100034959,e1100034970,e1100034971,e1100034983,e1100034988,e1100034995,e1100035000,e1100035006,e1100035007,e1100035012
e1100004605,2.14092,2.20009,1.82892,2.39922,2.14092,2.38187,2.05825,2.20399,2.38162,2.39526,2.39527,0.0917,2.32677,2.39331,2.39135,2.37932,2.19815,2.37932,2.36017,2.35582,2.39331,2.3992,2.37932,2.37932,0.0917,2.39921,2.37932,1.82892,2.20009,2.37932,0.08906,2.28096,2.35799,2.20009,2.38162,2.13436,0.11213,2.14092,1.82892,2.37701,0.0917,2.14295,2.38187,2.14092,2.20797,0.00263,2.26286,2.13436,2.38187,0.10942,2.12528,2.12528,2.27969,2.16329,2.3219,2.26041,0.10942,2.08432,0.10941,2.27969,0.11209,2.3219,0.09433,0.11744,2.12528,2.08432,2.31947,2.27969,2.3219,0.09781,0.11744,2.08583,0.10944,2.27969,2.33653,0.00789,0.09781,0.11744,2.21039,2.27969,0.10942,2.33164,2.32677,0.09781,0.11744,2.08753,2.28096,0.10942,0.10943,2.33165,2.33652,0.09433,2.27272,2.23488,2.283,2.32922,0.09433,0.09433,2.28502,2.20821,2.27969,2.27969,2.3219,0,2.0531,0.11207,2.12117,0.0917,1.81938,0.03613,2.05943,0.10942,2.12117,0.0917,1.81938,2.12309,2.11759,0.10942,2.19825,2.26286,2.26286,2.0432,2.04541,2.12528,2.12323,2.14092,2.26286,2.1188,2.21235,2.12323,2.37024,2.21871,0.0917,2.26531,2.1405,2.37024,2.12734,0.10942,2.12528,0.11207,2.26286,2.26286,2.26286,0.03613,2.22277,0.10942,2.07174,2.14092,2.26286,0.0917,0.03613,2.12323,0.10942,2.20954,1.81938,2.04966,2.31947,0.10942,2.21772,2.37024,2.37024,2.37024,0.10941,1.80993,2.16329,1.82415,2.12528,2.16328,1.81228
e1100004611,0.23448,1.42224,1.74387,1.62136,0.23448,1.50461,0.21744,1.42613,1.01741,1.6174,1.61742,1.99142,0.96255,1.61545,1.61349,1.01511,1.42029,1.0151,1.58231,1.57796,1.61545,1.62135,1.0151,1.01511,1.99142,1.62135,1.01511,1.74387,1.42224,1.0151,1.98878,1.5031,1.58013,1.42223,1.01741,0.22792,2.01185,0.23448,1.74387,1.0128,1.99143,0.23651,1.50461,0.23448,1.43012,2.05047,1.3856,0.22792,1.50461,2.00915,0.21884,0.21884,1.50183,1.38543,0.95768,1.38315,2.00915,0.10264,2.00914,1.50183,2.01181,0.95768,1.99406,2.01717,0.21884,0.10264,0.95525,1.50183,0.95768,1.99754,2.01717,0.10415,2.00916,1.50183,0.97232,2.05574,1.99754,2.01717,0.26673,1.50183,2.00914,0.96743,0.96256,1.99754,2.01717,0.10585,1.5031,2.00914,2.00915,0.96743,0.97231,1.99406,1.39546,0.29122,1.50514,0.965,1.99405,1.99405,1.40776,0.26455,1.50183,1.50183,0.95768,2.0531,0,2.0118,0.21474,1.99143,1.73434,2.06602,0.00634,2.00915,0.21474,1.99143,1.73433,0.21665,0.21115,2.00914,0.25459,1.38561,1.3856,0.20239,0.2046,0.21884,0.21679,0.23448,1.38561,0.21237,0.26869,0.21679,1.59238,0.27505,1.99142,1.38805,0.23407,1.59238,0.2209,2.00914,0.21885,2.0118,1.3856,1.38561,1.38561,2.06602,0.27912,2.00915,0.09007,0.23448,1.38561,1.99142,2.06602,0.21679,2.00914,0.26588,1.73434,0.20885,0.95525,2.00915,0.27407,1.59238,1.59238,1.59238,2.00914,1.72489,1.38543,1.7391,0.21884,1.38543,1.72724
e1100004612,2.09961,2.15879,1.78762,2.35792,2.09961,2.34057,2.01695,2.16268,2.34032,2.35396,2.35397,0.05039,2.28546,2.35201,2.35004,2.33802,2.15685,2.33802,2.31887,2.31452,2.35201,2.3579,2.33802,2.33802,0.05039,2.3579,2.33802,1.78762,2.15879,2.33801,0.04775,2.23966,2.31668,2.15879,2.34032,2.09305,0.00538,2.09962,1.78762,2.33571,0.0504,2.10165,2.34057,2.09962,2.16667,0.10945,2.22155,2.09305,2.34057,0.00267,2.08398,2.08398,2.23838,2.12198,2.2806,2.2191,0.00267,2.04301,0.00266,2.23838,0.00534,2.2806,0.05302,0.02996,2.08398,2.04301,2.27816,2.23839,2.2806,0.03866,0.02997,2.04453,0.00803,2.23839,2.29523,0.11471,0.03866,0.02997,2.16909,2.23839,0.00267,2.29034,2.28547,0.03866,0.02997,2.04622,2.23966,0.00267,0.00267,2.29035,2.29522,0.05302,2.23141,2.19358,2.2417,2.28792,0.05302,0.05302,2.24371,2.16691,2.23839,2.23838,2.2806,0.11207,2.0118,0,2.07987,0.0504,1.77808,0.125,2.01813,0.00267,2.07987,0.0504,1.77808,2.08179,2.07629,0.00267,2.15695,2.22156,2.22155,2.00189,2.0041,2.08398,2.08193,2.09961,2.22156,2.0775,2.17104,2.08193,2.32894,2.17741,0.05039,2.224,2.0992,2.32894,2.08603,0.00266,2.08398,0.00532,2.22156,2.22156,2.22156,0.125,2.18147,0.00267,2.03044,2.09961,2.22156,0.05039,0.125,2.08193,0.00267,2.16824,1.77808,2.00835,2.27816,0.00267,2.17642,2.32894,2.32894,2.32894,0.00266,1.76863,2.12198,1.78285,2.08398,2.12198,1.77098
e1100004614,0.19283,1.49031,1.81195,1.68944,0.19283,1.57269,0.28552,1.4942,1.08548,1.68548,1.68549,2.0595,1.03063,1.68353,1.68156,1.08318,1.48837,1.08318,1.65039,1.64604,1.68353,1.68942,1.08318,1.08318,2.0595,1.68942,1.08318,1.81195,1.49031,1.08318,2.05686,1.57118,1.6482,1.49031,1.08548,0.18627,2.07993,0.19283,1.81195,1.08087,2.0595,0.19486,1.57269,0.19283,1.49819,2.11855,1.45368,0.18627,1.57269,2.07722,0.00411,0.00411,1.5699,1.4535,1.02576,1.45123,2.07722,0.24595,2.07721,1.5699,2.07989,1.02576,2.06213,2.08524,0.00411,0.24595,1.02333,1.56991,1.02576,2.06561,2.08524,0.24747,2.07724,1.56991,1.04039,2.12381,2.06561,2.08524,0.37203,1.56991,2.07722,1.0355,1.03063,2.06561,2.08524,0.24916,1.57118,2.07722,2.07723,1.03551,1.04038,2.06213,1.46354,0.39652,1.57322,1.03308,2.06213,2.06213,1.47583,0.36985,1.56991,1.5699,1.02576,2.12117,0.21474,2.07987,0,2.0595,1.80241,2.1341,0.22107,2.07722,0,2.0595,1.80241,0.175,0.1695,2.07722,0.35989,1.45368,1.45368,0.27046,0.27267,0.00411,0.00206,0.19283,1.45368,0.17072,0.37398,0.00206,1.66046,0.38035,2.0595,1.45613,0.19242,1.66046,0.00617,2.07722,0.00412,2.07987,1.45368,1.45368,1.45368,2.1341,0.38441,2.07722,0.23338,0.19283,1.45368,2.0595,2.1341,0.00206,2.07722,0.37118,1.80241,0.27692,1.02333,2.07722,0.37936,1.66046,1.66046,1.66046,2.07721,1.79296,1.4535,1.80718,0.00411,1.4535,1.79531
e1100004618,2.07924,2.13842,1.76725,2.33755,2.07924,2.3202,1.99658,2.14232,2.31995,2.33359,2.3336,0.00001,2.2651,2.33164,2.32968,2.31765,2.13648,2.31765,2.2985,2.29415,2.33164,2.33753,2.31765,2.31765,0,2.33753,2.31765,1.76725,2.13842,2.31765,0.00264,2.21929,2.29632,2.13842,2.31995,2.07269,0.05045,2.07925,1.76725,2.31534,0,2.08128,2.3202,2.07925,2.1463,0.08908,2.20118,2.07269,2.3202,0.04775,2.06361,2.06361,2.21801,2.10161,2.26023,2.19874,0.04775,2.02264,0.04774,2.21802,0.05041,2.26023,0.00264,0.05577,2.06361,2.02264,2.2578,2.21802,2.26023,0.03614,0.05577,2.02416,0.04776,2.21802,2.27486,0.09434,0.03614,0.05577,2.14872,2.21802,0.04775,2.26997,2.2651,0.03614,0.05577,2.02585,2.21929,0.04774,0.04775,2.26998,2.27485,0.00264,2.21105,2.17321,2.22133,2.26755,0.00264,0.00264,2.22334,2.14654,2.21802,2.21802,2.26023,0.0917,1.99143,0.0504,2.0595,0,1.75771,0.10463,1.99776,0.04775,2.0595,0,1.75771,2.06142,2.05592,0.04774,2.13658,2.20119,2.20119,1.98152,1.98374,2.06361,2.06156,2.07925,2.20119,2.05713,2.15068,2.06156,2.30857,2.15704,0,2.20363,2.07883,2.30857,2.06566,0.04774,2.06361,0.0504,2.20119,2.20119,2.20119,0.10463,2.1611,0.04775,2.01007,2.07924,2.20119,0.00001,0.10463,2.06156,0.04774,2.14787,1.75771,1.98799,2.2578,0.04775,2.15605,2.30857,2.30857,2.30857,0.04774,1.74826,2.10161,1.76248,2.06361,2.10161,1.75061
e1100004619,1.82215,1.88133,0.01901,2.08046,1.82215,2.06311,1.73949,1.88522,2.06286,2.0765,2.07651,1.75771,2.00801,2.07455,2.07258,2.06056,1.87939,2.06056,2.04141,2.03706,2.07455,2.08044,2.06056,2.06056,1.75771,2.08044,2.06056,0.01901,1.88133,2.06056,1.75507,1.9622,2.03923,1.88133,2.06286,1.81559,1.77814,1.82216,0.01901,2.05825,1.75771,1.82419,2.06311,1.82216,1.88921,1.81676,1.94409,1.81559,2.06311,1.77543,1.80652,1.80652,1.96092,1.84452,2.00314,1.94164,1.77543,1.76555,1.77542,1.96093,1.7781,2.00314,1.76034,1.78345,1.80652,1.76555,2.00071,1.96093,2.00314,1.76382,1.78345,1.76707,1.77545,1.96093,2.01777,1.82202,1.76382,1.78345,1.89163,1.96093,1.77543,2.01288,2.00801,1.76382,1.78345,1.76876,1.9622,1.77543,1.77544,2.01289,2.01776,1.76034,1.95396,1.91612,1.96424,2.01046,1.76034,1.76034,1.96625,1.88945,1.96093,1.96092,2.00314,1.81938,1.73434,1.77808,1.80241,1.75771,0,1.83231,1.74067,1.77543,1.80241,1.75771,0,1.80433,1.79883,1.77543,1.87949,1.9441,1.9441,1.72443,1.72665,1.80652,1.80447,1.82215,1.9441,1.80004,1.89358,1.80447,2.05148,1.89995,1.75771,1.94654,1.82174,2.05148,1.80857,1.77543,1.80652,1.77808,1.9441,1.9441,1.9441,1.83231,1.90401,1.77543,1.75298,1.82215,1.9441,1.75771,1.83231,1.80447,1.77543,1.89078,0,1.73089,2.00071,1.77543,1.89896,2.05148,2.05148,2.05148,1.77542,0.00945,1.84452,0.00946,1.80652,1.84452,0.0118
e1100004622,2.15384,2.21302,1.84185,2.41214,2.15384,2.3948,2.07118,2.21691,2.39455,2.40819,2.4082,0.10462,2.33969,2.40624,2.40427,2.39225,2.21108,2.39225,2.3731,2.36875,2.40624,2.41213,2.39225,2.39225,0.10462,2.41213,2.39225,1.84185,2.21302,2.39224,0.10199,2.29389,2.37091,2.21302,2.39455,2.14728,0.12505,2.15384,1.84185,2.38994,0.10463,2.15587,2.39479,2.15384,2.2209,0.03351,2.27578,2.14728,2.3948,0.12235,2.13821,2.13821,2.29261,2.17621,2.33483,2.27333,0.12235,2.09724,0.12234,2.29261,0.12501,2.33483,0.10726,0.13037,2.13821,2.09724,2.33239,2.29262,2.33483,0.11074,0.13037,2.09876,0.12236,2.29262,2.34946,0.03877,0.11074,0.13037,2.22332,2.29262,0.12235,2.34457,2.3397,0.11074,0.13037,2.10045,2.29389,0.12234,0.12235,2.34458,2.34945,0.10726,2.28564,2.24781,2.29593,2.34215,0.10725,0.10726,2.29794,2.22114,2.29262,2.29261,2.33483,0.03613,2.06602,0.125,2.1341,0.10463,1.83231,0,2.07236,0.12235,2.1341,0.10463,1.83231,2.13602,2.13051,0.12234,2.21118,2.27579,2.27578,2.05612,2.05833,2.13821,2.13616,2.15384,2.27579,2.13173,2.22527,2.13616,2.38317,2.23164,0.10463,2.27823,2.15343,2.38317,2.14026,0.12234,2.13821,0.125,2.27579,2.27579,2.27579,0,2.2357,0.12235,2.08467,2.15384,2.27579,0.10462,0,2.13616,0.12234,2.22247,1.83231,2.06258,2.33239,0.12235,2.23065,2.38317,2.38317,2.38317,0.12234,1.82286,2.17621,1.83708,2.13821,2.17621,1.82521
e1100004623,0.24081,1.42857,1.75021,1.62769,0.24081,1.51095,0.22378,1.43246,1.02374,1.62373,1.62375,1.99776,0.96889,1.62179,1.61982,1.02144,1.42663,1.02144,1.58864,1.5843,1.62178,1.62768,1.02144,1.02144,1.99776,1.62768,1.02144,1.75021,1.42857,1.02144,1.99512,1.50944,1.58646,1.42857,1.02374,0.23425,2.01819,0.24081,1.75021,1.01913,1.99776,0.24284,1.51095,0.24081,1.43645,2.05681,1.39194,0.23425,1.51095,2.01548,0.22518,0.22518,1.50816,1.39176,0.96402,1.38949,2.01548,0.10897,2.01547,1.50816,2.01815,0.96402,2.00039,2.0235,0.22518,0.10897,0.96159,1.50817,0.96402,2.00387,2.0235,0.11049,2.01549,1.50817,0.97865,2.06207,2.00387,2.0235,0.27307,1.50817,2.01548,0.97376,0.96889,2.00387,2.0235,0.11218,1.50944,2.01548,2.01548,0.97377,0.97864,2.00039,1.4018,0.29756,1.51147,0.97134,2.00039,2.00039,1.41409,0.27089,1.50816,1.50816,0.96402,2.05943,0.00634,2.01813,0.22107,1.99776,1.74067,2.07236,0,2.01548,0.22107,1.99776,1.74067,0.22299,0.21748,2.01548,0.26093,1.39194,1.39194,0.20872,0.21093,0.22518,0.22313,0.24081,1.39194,0.2187,0.27502,0.22313,1.59872,0.28139,1.99776,1.39439,0.2404,1.59871,0.22723,2.01547,0.22518,2.01813,1.39194,1.39194,1.39194,2.07236,0.28545,2.01548,0.0964,0.24081,1.39194,1.99776,2.07236,0.22313,2.01548,0.27222,1.74067,0.21518,0.96159,2.01548,0.2804,1.59871,1.59871,1.59872,2.01547,1.73122,1.39176,1.74544,0.22518,1.39176,1.73357
e1100004624,2.09697,2.15614,1.78497,2.35527,2.09697,2.33792,2.0143,2.16004,2.33767,2.35131,2.35132,0.04774,2.28282,2.34936,2.3474,2.33537,2.1542,2.33537,2.31622,2.31187,2.34936,2.35525,2.33537,2.33537,0.04775,2.35525,2.33537,1.78497,2.15614,2.33537,0.04511,2.23701,2.31404,2.15614,2.33767,2.09041,0.00271,2.09697,1.78497,2.33306,0.04775,2.099,2.33792,2.09697,2.16402,0.1068,2.21891,2.09041,2.33792,0,2.08133,2.08133,2.23574,2.11934,2.27795,2.21646,0,2.04036,0.00001,2.23574,0.00267,2.27795,0.05038,0.02732,2.08133,2.04036,2.27552,2.23574,2.27795,0.03601,0.02732,2.04188,0.00538,2.23574,2.29258,0.11206,0.03601,0.02732,2.16644,2.23574,0.00001,2.28769,2.28282,0.03601,0.02732,2.04358,2.23701,0.00001,0.00001,2.2877,2.29257,0.05038,2.22877,2.19093,2.23905,2.28527,0.05037,0.05038,2.24106,2.16426,2.23574,2.23574,2.27795,0.10942,2.00915,0.00267,2.07722,0.04775,1.77543,0.12235,2.01548,0,2.07722,0.04775,1.77543,2.07914,2.07364,0.00001,2.1543,2.21891,2.21891,1.99925,2.00146,2.08133,2.07928,2.09697,2.21891,2.07485,2.1684,2.07928,2.32629,2.17476,0.04775,2.22136,2.09655,2.32629,2.08338,0.00001,2.08133,0.00267,2.21891,2.21891,2.21891,0.12235,2.17882,0,2.02779,2.09697,2.21891,0.04774,0.12235,2.07928,0.00001,2.16559,1.77543,2.00571,2.27552,0,2.17377,2.32629,2.32629,2.32629,0.00001,1.76598,2.11934,1.7802,2.08133,2.11933,1.76833
e1100004626,0.19283,1.49031,1.81195,1.68944,0.19283,1.57269,0.28552,1.4942,1.08548,1.68548,1.68549,2.0595,1.03063,1.68353,1.68156,1.08318,1.48837,1.08318,1.65039,1.64604,1.68353,1.68942,1.08318,1.08318,2.0595,1.68942,1.08318,1.81195,1.49031,1.08318,2.05686,1.57118,1.6482,1.49031,1.08548,0.18627,2.07993,0.19283,1.81195,1.08087,2.0595,0.19486,1.57269,0.19283,1.49819,2.11855,1.45368,0.18627,1.57269,2.07722,0.00411,0.00411,1.5699,1.4535,1.02576,1.45123,2.07722,0.24595,2.07721,1.5699,2.07989,1.02576,2.06213,2.08524,0.00411,0.24595,1.02333,1.56991,1.02576,2.06561,2.08524,0.24747,2.07724,1.56991,1.04039,2.12381,2.06561,2.08524,0.37203,1.56991,2.07722,1.0355,1.03063,2.06561,2.08524,0.24916,1.57118,2.07722,2.07723,1.03551,1.04038,2.06213,1.46354,0.39652,1.57322,1.03308,2.06213,2.06213,1.47583,0.36985,1.56991,1.5699,1.02576,2.12117,0.21474,2.07987,0,2.0595,1.80241,2.1341,0.22107,2.07722,0,2.0595,1.80241,0.175,0.1695,2.07722,0.35989,1.45368,1.45368,0.27046,0.27267,0.00411,0.00206,0.19283,1.45368,0.17072,0.37398,0.00206,1.66046,0.38035,2.0595,1.45613,0.19242,1.66046,0.00617,2.07722,0.00412,2.07987,1.45368,1.45368,1.45368,2.1341,0.38441,2.07722,0.23338,0.19283,1.45368,2.0595,2.1341,0.00206,2.07722,0.37118,1.80241,0.27692,1.02333,2.07722,0.37936,1.66046,1.66046,1.66046,2.07721,1.79296,1.4535,1.80718,0.00411,1.4535,1.79531
e1100004630,2.07924,2.13842,1.76725,2.33755,2.07924,2.3202,1.99658,2.14232,2.31995,2.33359,2.3336,0.00001,2.2651,2.33164,2.32968,2.31765,2.13648,2.31765,2.2985,2.29415,2.33164,2.33753,2.31765,2.31765,0,2.33753,2.31765,1.76725,2.13842,2.31765,0.00264,2.21929,2.29632,2.13842,2.31995,2.07269,0.05045,2.07925,1.76725,2.31534,0,2.08128,2.3202,2.07925,2.1463,0.08908,2.20118,2.07269,2.3202,0.04775,2.06361,2.06361,2.21801,2.10161,2.26023,2.19874,0.04775,2.02264,0.04774,2.21802,0.05041,2.26023,0.00264,0.05577,2.06361,2.02264,2.2578,2.21802,2.26023,0.03614,0.05577,2.02416,0.04776,2.21802,2.27486,0.09434,0.03614,0.05577,2.14872,2.21802,0.04775,2.26997,2.2651,0.03614,0.05577,2.02585,2.21929,0.04774,0.04775,2.26998,2.27485,0.00264,2.21105,2.17321,2.22133,2.26755,0.00264,0.00264,2.22334,2.14654,2.21802,2.21802,2.26023,0.0917,1.99143,0.0504,2.0595,0,1.75771,0.10463,1.99776,0.04775,2.0595,0,1.75771,2.06142,2.05592,0.04774,2.13658,2.20119,2.20119,1.98152,1.98374,2.06361,2.06156,2.07925,2.20119,2.05713,2.15068,2.06156,2.30857,2.15704,0,2.20363,2.07883,2.30857,2.06566,0.04774,2.06361,0.0504,2.20119,2.20119,2.20119,0.10463,2.1611,0.04775,2.01007,2.07924,2.20119,0.00001,0.10463,2.06156,0.04774,2.14787,1.75771,1.98799,2.2578,0.04775,2.15605,2.30857,2.30857,2.30857,0.04774,1.74826,2.10161,1.76248,2.06361,2.10161,1.75061
e1100004631,1.82215,1.88133,0.01901,2.08045,1.82215,2.06311,1.73949,1.88522,2.06286,2.0765,2.07651,1.75771,2.008,2.07455,2.07258,2.06056,1.87939,2.06056,2.04141,2.03706,2.07455,2.08044,2.06056,2.06056,1.75771,2.08044,2.06056,0.01901,1.88133,2.06055,1.75507,1.9622,2.03922,1.88133,2.06286,1.81559,1.77814,1.82215,0.01901,2.05825,1.75771,1.82418,2.0631,1.82215,1.88921,1.81676,1.94409,1.81559,2.06311,1.77543,1.80652,1.80652,1.96092,1.84452,2.00314,1.94164,1.77543,1.76555,1.77542,1.96092,1.7781,2.00314,1.76034,1.78345,1.80652,1.76555,2.0007,1.96093,2.00314,1.76382,1.78345,1.76707,1.77544,1.96093,2.01777,1.82202,1.76382,1.78345,1.89163,1.96093,1.77543,2.01288,2.00801,1.76382,1.78345,1.76876,1.9622,1.77543,1.77543,2.01289,2.01776,1.76034,1.95395,1.91612,1.96424,2.01046,1.76034,1.76034,1.96625,1.88945,1.96093,1.96092,2.00314,1.81938,1.73433,1.77808,1.80241,1.75771,0,1.83231,1.74067,1.77543,1.80241,1.75771,0,1.80433,1.79882,1.77543,1.87949,1.9441,1.94409,1.72443,1.72664,1.80652,1.80447,1.82215,1.9441,1.80004,1.89358,1.80447,2.05148,1.89995,1.75771,1.94654,1.82174,2.05148,1.80857,1.77542,1.80652,1.77808,1.9441,1.9441,1.9441,1.83231,1.90401,1.77543,1.75298,1.82215,1.9441,1.75771,1.83231,1.80447,1.77543,1.89078,0,1.73089,2.0007,1.77543,1.89896,2.05148,2.05148,2.05148,1.77542,0.00945,1.84452,0.00946,1.80652,1.84452,0.0118
e1100004634,0.06465,1.49223,1.81387,1.69135,0.06465,1.5746,0.28744,1.49612,1.0874,1.68739,1.68741,2.06141,1.03254,1.68544,1.68348,1.0851,1.49028,1.08509,1.6523,1.64795,1.68544,1.69134,1.0851,1.0851,2.06141,1.69134,1.0851,1.81386,1.49223,1.08509,2.05878,1.57309,1.65012,1.49223,1.0874,0.05809,2.08184,0.06465,1.81387,1.08279,2.06142,0.06668,1.5746,0.06465,1.50011,2.12047,1.45559,0.05809,1.5746,2.07914,0.17911,0.17911,1.57182,1.45542,1.02767,1.45314,2.07914,0.24787,2.07913,1.57182,2.0818,1.02767,2.06405,2.08716,0.17911,0.24787,1.02524,1.57182,1.02767,2.06753,2.08716,0.24938,2.07915,1.57182,1.04231,2.12573,2.06753,2.08716,0.37395,1.57182,2.07914,1.03742,1.03255,2.06753,2.08716,0.25108,1.57309,2.07913,2.07914,1.03743,1.0423,2.06405,1.46545,0.39843,1.57513,1.03499,2.06404,2.06404,1.47775,0.37176,1.57182,1.57182,1.02767,2.12309,0.21665,2.08179,0.175,2.06142,1.80433,2.13602,0.22299,2.07914,0.175,2.06142,1.80433,0,0.02641,2.07913,0.36181,1.4556,1.45559,0.27238,0.27459,0.17911,0.17706,0.06465,1.4556,0.01279,0.3759,0.17706,1.66237,0.38226,2.06142,1.45804,0.06423,1.66237,0.18117,2.07913,0.17911,2.08179,1.45559,1.4556,1.4556,2.13601,0.38633,2.07914,0.2353,0.06465,1.4556,2.06141,2.13602,0.17706,2.07913,0.37309,1.80433,0.27884,1.02524,2.07914,0.38128,1.66237,1.66237,1.66237,2.07913,1.79488,1.45542,1.80909,0.17911,1.45542,1.79723
e1100004635,0.05915,1.48673,1.80836,1.68585,0.05915,1.5691,0.28193,1.49062,1.0819,1.68189,1.6819,2.05591,1.02704,1.67994,1.67798,1.0796,1.48478,1.07959,1.6468,1.64245,1.67994,1.68584,1.07959,1.0796,2.05591,1.68584,1.0796,1.80836,1.48673,1.07959,2.05327,1.56759,1.64462,1.48672,1.0819,0.05259,2.07634,0.05915,1.80836,1.07729,2.05592,0.06118,1.5691,0.05915,1.49461,2.11496,1.45009,0.05259,1.5691,2.07364,0.17361,0.17361,1.56632,1.44992,1.02217,1.44764,2.07364,0.24237,2.07363,1.56632,2.0763,1.02217,2.05854,2.08166,0.17361,0.24237,1.01974,1.56632,1.02217,2.06203,2.08166,0.24388,2.07365,1.56632,1.03681,2.12023,2.06203,2.08166,0.36844,1.56632,2.07363,1.03192,1.02705,2.06203,2.08166,0.24558,1.56759,2.07363,2.07364,1.03192,1.0368,2.05854,1.45995,0.39293,1.56963,1.02949,2.05854,2.05854,1.47225,0.36626,1.56632,1.56632,1.02217,2.11759,0.21115,2.07629,0.1695,2.05592,1.79883,2.13051,0.21748,2.07364,0.1695,2.05592,1.79882,0.02641,0,2.07363,0.3563,1.45009,1.45009,0.26688,0.26909,0.17361,0.17156,0.05915,1.4501,0.02212,0.3704,0.17156,1.65687,0.37676,2.05591,1.45254,0.05873,1.65687,0.17566,2.07363,0.17361,2.07629,1.45009,1.4501,1.45009,2.13051,0.38082,2.07364,0.2298,0.05915,1.45009,2.05591,2.13051,0.17156,2.07363,0.36759,1.79883,0.27334,1.01974,2.07364,0.37577,1.65687,1.65687,1.65687,2.07363,1.78938,1.44992,1.80359,0.17361,1.44992,1.79173
e1100004636,2.09696,2.15614,1.78497,2.35526,2.09696,2.33791,2.0143,2.16003,2.33767,2.3513,2.35132,0.04774,2.28281,2.34935,2.34739,2.33536,2.15419,2.33536,2.31621,2.31186,2.34935,2.35525,2.33536,2.33536,0.04774,2.35525,2.33536,1.78496,2.15614,2.33536,0.0451,2.237,2.31403,2.15614,2.33767,2.0904,0.00271,2.09696,1.78497,2.33306,0.04774,2.09899,2.33791,2.09696,2.16402,0.10679,2.2189,2.0904,2.33791,0.00001,2.08132,2.08132,2.23573,2.11933,2.27794,2.21645,0.00001,2.04036,0,2.23573,0.00267,2.27794,0.05037,0.02731,2.08132,2.04036,2.27551,2.23573,2.27794,0.03601,0.02731,2.04187,0.00538,2.23573,2.29258,0.11205,0.03601,0.02731,2.16644,2.23573,0,2.28768,2.28282,0.03601,0.02731,2.04357,2.237,0,0.00001,2.28769,2.29256,0.05037,2.22876,2.19092,2.23904,2.28526,0.05037,0.05037,2.24106,2.16425,2.23573,2.23573,2.27794,0.10942,2.00914,0.00267,2.07722,0.04774,1.77543,0.12234,2.01548,0.00001,2.07722,0.04774,1.77543,2.07913,2.07363,0,2.1543,2.2189,2.2189,1.99924,2.00145,2.08132,2.07927,2.09696,2.2189,2.07485,2.16839,2.07927,2.32628,2.17475,0.04774,2.22135,2.09655,2.32628,2.08338,0,2.08133,0.00267,2.2189,2.2189,2.2189,0.12234,2.17882,0.00001,2.02779,2.09696,2.2189,0.04774,0.12234,2.07927,0,2.16558,1.77543,2.0057,2.27551,0.00001,2.17377,2.32628,2.32628,2.32628,0,1.76598,2.11933,1.78019,2.08132,2.11933,1.76833
